entry_id,entry_date,account_id,debit,credit,description,reference_type,reference_id
74,2025-07-06,6,0.0,17945.22,Sale #19,Sale,19
75,2025-07-06,7,11840.906,0.0,COGS #19,Sale,19
76,2025-07-06,3,0.0,11840.906,COGS #19,Sale,19
77,2025-07-06,2,7880.14,0.0,Sale #20,Sale,20
78,2025-07-06,6,0.0,7880.14,Sale #20,Sale,20
79,2025-07-06,7,5564.482,0.0,COGS #20,Sale,20
80,2025-07-06,3,0.0,5564.482,COGS #20,Sale,20
81,2025-07-06,2,9646.03,0.0,Sale #21,Sale,21
82,2025-07-06,6,0.0,9646.03,Sale #21,Sale,21
83,2025-07-06,7,6769.580999999999,0.0,COGS #21,Sale,21
84,2025-07-06,3,0.0,6769.580999999999,COGS #21,Sale,21
85,2025-07-06,2,1561.56,0.0,Sale #22,Sale,22
86,2025-07-06,6,0.0,1561.56,Sale #22,Sale,22
87,2025-07-06,7,678.94,0.0,COGS #22,Sale,22
88,2025-07-06,3,0.0,678.94,COGS #22,Sale,22
89,2025-07-06,2,12642.51,0.0,Sale #23,Sale,23
90,2025-07-06,6,0.0,12642.51,Sale #23,Sale,23
91,2025-07-06,7,8501.541,0.0,COGS #23,Sale,23
92,2025-07-06,3,0.0,8501.541,COGS #23,Sale,23
93,2025-07-06,2,9776.38,0.0,Sale #24,Sale,24
94,2025-07-06,6,0.0,9776.38,Sale #24,Sale,24
95,2025-07-06,7,6779.707,0.0,COGS #24,Sale,24
96,2025-07-06,3,0.0,6779.707,COGS #24,Sale,24
97,2025-07-06,2,4019.12,0.0,Sale #25,Sale,25
98,2025-07-06,6,0.0,4019.12,Sale #25,Sale,25
99,2025-07-06,7,2282.863,0.0,COGS #25,Sale,25
100,2025-07-06,3,0.0,2282.863,COGS #25,Sale,25
101,2025-07-06,2,8208.55,0.0,Sale #26,Sale,26
102,2025-07-06,6,0.0,8208.55,Sale #26,Sale,26
103,2025-07-06,7,5884.002,0.0,COGS #26,Sale,26
104,2025-07-06,3,0.0,5884.002,COGS #26,Sale,26
105,2025-07-06,2,1340.19,0.0,Sale #27,Sale,27
106,2025-07-06,6,0.0,1340.19,Sale #27,Sale,27
107,2025-07-06,7,595.64,0.0,COGS #27,Sale,27
108,2025-07-06,3,0.0,595.64,COGS #27,Sale,27
109,2025-07-07,2,11030.01,0.0,Sale #28,Sale,28
110,2025-07-07,6,0.0,11030.01,Sale #28,Sale,28
111,2025-07-07,7,7562.062000000001,0.0,COGS #28,Sale,28
112,2025-07-07,3,0.0,7562.062000000001,COGS #28,Sale,28
113,2025-07-07,2,13767.62,0.0,Sale #29,Sale,29
114,2025-07-07,6,0.0,13767.62,Sale #29,Sale,29
115,2025-07-07,7,9337.08,0.0,COGS #29,Sale,29
116,2025-07-07,3,0.0,9337.08,COGS #29,Sale,29
117,2025-07-07,2,4896.86,0.0,Sale #30,Sale,30
118,2025-07-07,6,0.0,4896.86,Sale #30,Sale,30
119,2025-07-07,7,2759.344,0.0,COGS #30,Sale,30
120,2025-07-07,3,0.0,2759.344,COGS #30,Sale,30
121,2025-07-07,2,11077.92,0.0,Sale #31,Sale,31
122,2025-07-07,6,0.0,11077.92,Sale #31,Sale,31
123,2025-07-07,7,7754.544,0.0,COGS #31,Sale,31
124,2025-07-07,3,0.0,7754.544,COGS #31,Sale,31
125,2025-07-07,2,12113.26,0.0,Sale #32,Sale,32
126,2025-07-07,6,0.0,12113.26,Sale #32,Sale,32
127,2025-07-07,7,8336.37,0.0,COGS #32,Sale,32
128,2025-07-07,3,0.0,8336.37,COGS #32,Sale,32
129,2025-07-07,2,5204.16,0.0,Sale #33,Sale,33
130,2025-07-07,6,0.0,5204.16,Sale #33,Sale,33
131,2025-07-07,7,2937.8299999999995,0.0,COGS #33,Sale,33
132,2025-07-07,3,0.0,2937.8299999999995,COGS #33,Sale,33
133,2025-07-07,2,5334.44,0.0,Sale #34,Sale,34
134,2025-07-07,6,0.0,5334.44,Sale #34,Sale,34
135,2025-07-07,7,3940.756,0.0,COGS #34,Sale,34
136,2025-07-07,3,0.0,3940.756,COGS #34,Sale,34
137,2025-07-07,2,4104.28,0.0,Sale #35,Sale,35
138,2025-07-07,6,0.0,4104.28,Sale #35,Sale,35
139,2025-07-07,7,2316.93,0.0,COGS #35,Sale,35
140,2025-07-07,3,0.0,2316.93,COGS #35,Sale,35
141,2025-07-08,2,7624.89,0.0,Sale #36,Sale,36
142,2025-07-08,6,0.0,7624.89,Sale #36,Sale,36
143,2025-07-08,7,5311.355,0.0,COGS #36,Sale,36
144,2025-07-08,3,0.0,5311.355,COGS #36,Sale,36
145,2025-07-08,2,25950.11,0.0,Sale #37,Sale,37
146,2025-07-08,6,0.0,25950.11,Sale #37,Sale,37
147,2025-07-08,7,18273.915,0.0,COGS #37,Sale,37
148,2025-07-08,3,0.0,18273.915,COGS #37,Sale,37
149,2025-07-08,2,14096.3,0.0,Sale #38,Sale,38
150,2025-07-08,6,0.0,14096.3,Sale #38,Sale,38
151,2025-07-08,7,9306.958,0.0,COGS #38,Sale,38
152,2025-07-08,3,0.0,9306.958,COGS #38,Sale,38
153,2025-07-08,2,4038.56,0.0,Sale #39,Sale,39
154,2025-07-08,6,0.0,4038.56,Sale #39,Sale,39
155,2025-07-08,7,2214.692,0.0,COGS #39,Sale,39
156,2025-07-08,3,0.0,2214.692,COGS #39,Sale,39
157,2025-07-08,2,4760.5,0.0,Sale #40,Sale,40
158,2025-07-08,6,0.0,4760.5,Sale #40,Sale,40
159,2025-07-08,7,2832.696,0.0,COGS #40,Sale,40
160,2025-07-08,3,0.0,2832.696,COGS #40,Sale,40
161,2025-07-08,2,4779.52,0.0,Sale #41,Sale,41
162,2025-07-08,6,0.0,4779.52,Sale #41,Sale,41
163,2025-07-08,7,2672.014,0.0,COGS #41,Sale,41
164,2025-07-08,3,0.0,2672.014,COGS #41,Sale,41
165,2025-07-08,2,3102.71,0.0,Sale #42,Sale,42
166,2025-07-08,6,0.0,3102.71,Sale #42,Sale,42
167,2025-07-08,7,2024.4599999999998,0.0,COGS #42,Sale,42
168,2025-07-08,3,0.0,2024.4599999999998,COGS #42,Sale,42
169,2025-07-08,2,11180.02,0.0,Sale #43,Sale,43
170,2025-07-08,6,0.0,11180.02,Sale #43,Sale,43
171,2025-07-08,7,7950.24,0.0,COGS #43,Sale,43
172,2025-07-08,3,0.0,7950.24,COGS #43,Sale,43
173,2025-07-08,2,1471.54,0.0,Sale #44,Sale,44
174,2025-07-08,6,0.0,1471.54,Sale #44,Sale,44
175,2025-07-08,7,639.8000000000001,0.0,COGS #44,Sale,44
176,2025-07-08,3,0.0,639.8000000000001,COGS #44,Sale,44
177,2025-07-09,2,4666.62,0.0,Sale #45,Sale,45
178,2025-07-09,6,0.0,4666.62,Sale #45,Sale,45
179,2025-07-09,7,2672.014,0.0,COGS #45,Sale,45
180,2025-07-09,3,0.0,2672.014,COGS #45,Sale,45
181,2025-07-09,2,9531.6,0.0,Sale #46,Sale,46
182,2025-07-09,6,0.0,9531.6,Sale #46,Sale,46
183,2025-07-09,7,6438.9,0.0,COGS #46,Sale,46
184,2025-07-09,3,0.0,6438.9,COGS #46,Sale,46
185,2025-07-09,2,1756.92,0.0,Sale #47,Sale,47
186,2025-07-09,6,0.0,1756.92,Sale #47,Sale,47
187,2025-07-09,7,798.6,0.0,COGS #47,Sale,47
188,2025-07-09,3,0.0,798.6,COGS #47,Sale,47
189,2025-07-09,2,20641.6,0.0,Sale #48,Sale,48
190,2025-07-09,6,0.0,20641.6,Sale #48,Sale,48
191,2025-07-09,7,13926.320999999998,0.0,COGS #48,Sale,48
192,2025-07-09,3,0.0,13926.320999999998,COGS #48,Sale,48
193,2025-07-10,2,6160.72,0.0,Sale #49,Sale,49
194,2025-07-10,6,0.0,6160.72,Sale #49,Sale,49
195,2025-07-10,7,4523.413,0.0,COGS #49,Sale,49
196,2025-07-10,3,0.0,4523.413,COGS #49,Sale,49
197,2025-07-10,2,13016.7,0.0,Sale #50,Sale,50
198,2025-07-10,6,0.0,13016.7,Sale #50,Sale,50
199,2025-07-10,7,9215.36,0.0,COGS #50,Sale,50
200,2025-07-10,3,0.0,9215.36,COGS #50,Sale,50
201,2025-07-10,2,1275.44,0.0,Sale #51,Sale,51
202,2025-07-10,6,0.0,1275.44,Sale #51,Sale,51
203,2025-07-10,7,566.86,0.0,COGS #51,Sale,51
204,2025-07-10,3,0.0,566.86,COGS #51,Sale,51
205,2025-07-10,2,2252.4,0.0,Sale #52,Sale,52
206,2025-07-10,6,0.0,2252.4,Sale #52,Sale,52
207,2025-07-10,7,1332.6699999999998,0.0,COGS #52,Sale,52
208,2025-07-10,3,0.0,1332.6699999999998,COGS #52,Sale,52
209,2025-07-10,2,18686.18,0.0,Sale #53,Sale,53
210,2025-07-10,6,0.0,18686.18,Sale #53,Sale,53
211,2025-07-10,7,12574.346999999998,0.0,COGS #53,Sale,53
212,2025-07-10,3,0.0,12574.346999999998,COGS #53,Sale,53
213,2025-07-10,2,1533.37,0.0,Sale #54,Sale,54
214,2025-07-10,6,0.0,1533.37,Sale #54,Sale,54
215,2025-07-10,7,1072.703,0.0,COGS #54,Sale,54
216,2025-07-10,3,0.0,1072.703,COGS #54,Sale,54
217,2025-07-10,2,1741.24,0.0,Sale #55,Sale,55
218,2025-07-10,6,0.0,1741.24,Sale #55,Sale,55
219,2025-07-10,7,757.0600000000001,0.0,COGS #55,Sale,55
220,2025-07-10,3,0.0,757.0600000000001,COGS #55,Sale,55
221,2025-07-10,2,11449.43,0.0,Sale #56,Sale,56
222,2025-07-10,6,0.0,11449.43,Sale #56,Sale,56
223,2025-07-10,7,7538.72,0.0,COGS #56,Sale,56
224,2025-07-10,3,0.0,7538.72,COGS #56,Sale,56
225,2025-07-11,2,3474.5,0.0,Sale #57,Sale,57
226,2025-07-11,6,0.0,3474.5,Sale #57,Sale,57
227,2025-07-11,7,1920.8640000000003,0.0,COGS #57,Sale,57
228,2025-07-11,3,0.0,1920.8640000000003,COGS #57,Sale,57
229,2025-07-11,2,20854.71,0.0,Sale #58,Sale,58
230,2025-07-11,6,0.0,20854.71,Sale #58,Sale,58
231,2025-07-11,7,14247.848,0.0,COGS #58,Sale,58
232,2025-07-11,3,0.0,14247.848,COGS #58,Sale,58
233,2025-07-11,2,9111.71,0.0,Sale #59,Sale,59
234,2025-07-11,6,0.0,9111.71,Sale #59,Sale,59
235,2025-07-11,7,6227.612,0.0,COGS #59,Sale,59
236,2025-07-11,3,0.0,6227.612,COGS #59,Sale,59
237,2025-07-11,2,26060.36,0.0,Sale #60,Sale,60
238,2025-07-11,6,0.0,26060.36,Sale #60,Sale,60
239,2025-07-11,7,18706.986,0.0,COGS #60,Sale,60
240,2025-07-11,3,0.0,18706.986,COGS #60,Sale,60
241,2025-07-11,2,9118.25,0.0,Sale #61,Sale,61
242,2025-07-11,6,0.0,9118.25,Sale #61,Sale,61
243,2025-07-11,7,5841.028,0.0,COGS #61,Sale,61
244,2025-07-11,3,0.0,5841.028,COGS #61,Sale,61
245,2025-07-11,2,22980.6,0.0,Sale #62,Sale,62
246,2025-07-11,6,0.0,22980.6,Sale #62,Sale,62
247,2025-07-11,7,15038.775,0.0,COGS #62,Sale,62
248,2025-07-11,3,0.0,15038.775,COGS #62,Sale,62
249,2025-07-11,2,12137.65,0.0,Sale #63,Sale,63
250,2025-07-11,6,0.0,12137.65,Sale #63,Sale,63
251,2025-07-11,7,7886.542,0.0,COGS #63,Sale,63
252,2025-07-11,3,0.0,7886.542,COGS #63,Sale,63
253,2025-07-11,2,2133.47,0.0,Sale #64,Sale,64
254,2025-07-11,6,0.0,2133.47,Sale #64,Sale,64
255,2025-07-11,7,969.7600000000001,0.0,COGS #64,Sale,64
256,2025-07-11,3,0.0,969.7600000000001,COGS #64,Sale,64
257,2025-07-11,2,14696.24,0.0,Sale #65,Sale,65
258,2025-07-11,6,0.0,14696.24,Sale #65,Sale,65
259,2025-07-11,7,10246.230000000001,0.0,COGS #65,Sale,65
260,2025-07-11,3,0.0,10246.230000000001,COGS #65,Sale,65
261,2025-07-12,2,7757.53,0.0,Sale #66,Sale,66
262,2025-07-12,6,0.0,7757.53,Sale #66,Sale,66
263,2025-07-12,7,5171.688,0.0,COGS #66,Sale,66
264,2025-07-12,3,0.0,5171.688,COGS #66,Sale,66
265,2025-07-12,2,2157.83,0.0,Sale #67,Sale,67
266,2025-07-12,6,0.0,2157.83,Sale #67,Sale,67
267,2025-07-12,7,1269.31,0.0,COGS #67,Sale,67
268,2025-07-12,3,0.0,1269.31,COGS #67,Sale,67
269,2025-07-12,2,5305.73,0.0,Sale #68,Sale,68
270,2025-07-12,6,0.0,5305.73,Sale #68,Sale,68
271,2025-07-12,7,3062.656,0.0,COGS #68,Sale,68
272,2025-07-12,3,0.0,3062.656,COGS #68,Sale,68
273,2025-07-12,2,6039.94,0.0,Sale #69,Sale,69
274,2025-07-12,6,0.0,6039.94,Sale #69,Sale,69
275,2025-07-12,7,4372.662,0.0,COGS #69,Sale,69
276,2025-07-12,3,0.0,4372.662,COGS #69,Sale,69
277,2025-07-12,2,15359.76,0.0,Sale #70,Sale,70
278,2025-07-12,6,0.0,15359.76,Sale #70,Sale,70
279,2025-07-12,7,10305.48,0.0,COGS #70,Sale,70
280,2025-07-12,3,0.0,10305.48,COGS #70,Sale,70
281,2025-07-12,2,2187.22,0.0,Sale #71,Sale,71
282,2025-07-12,6,0.0,2187.22,Sale #71,Sale,71
283,2025-07-12,7,972.1,0.0,COGS #71,Sale,71
284,2025-07-12,3,0.0,972.1,COGS #71,Sale,71
285,2025-07-13,2,2037.73,0.0,Sale #72,Sale,72
286,2025-07-13,6,0.0,2037.73,Sale #72,Sale,72
287,2025-07-13,7,867.1200000000001,0.0,COGS #72,Sale,72
288,2025-07-13,3,0.0,867.1200000000001,COGS #72,Sale,72
289,2025-07-13,2,12560.26,0.0,Sale #73,Sale,73
290,2025-07-13,6,0.0,12560.26,Sale #73,Sale,73
291,2025-07-13,7,8545.32,0.0,COGS #73,Sale,73
292,2025-07-13,3,0.0,8545.32,COGS #73,Sale,73
293,2025-07-13,2,7866.7,0.0,Sale #74,Sale,74
294,2025-07-13,6,0.0,7866.7,Sale #74,Sale,74
295,2025-07-13,7,5055.820000000001,0.0,COGS #74,Sale,74
296,2025-07-13,3,0.0,5055.820000000001,COGS #74,Sale,74
297,2025-07-13,2,5757.78,0.0,Sale #75,Sale,75
298,2025-07-13,6,0.0,5757.78,Sale #75,Sale,75
299,2025-07-13,7,3756.2660000000005,0.0,COGS #75,Sale,75
300,2025-07-13,3,0.0,3756.2660000000005,COGS #75,Sale,75
301,2025-07-13,2,11641.12,0.0,Sale #76,Sale,76
302,2025-07-13,6,0.0,11641.12,Sale #76,Sale,76
303,2025-07-13,7,8006.965999999999,0.0,COGS #76,Sale,76
304,2025-07-13,3,0.0,8006.965999999999,COGS #76,Sale,76
305,2025-07-13,2,14751.11,0.0,Sale #77,Sale,77
306,2025-07-13,6,0.0,14751.11,Sale #77,Sale,77
307,2025-07-13,7,10386.398,0.0,COGS #77,Sale,77
308,2025-07-13,3,0.0,10386.398,COGS #77,Sale,77
309,2025-07-14,2,2973.58,0.0,Sale #78,Sale,78
310,2025-07-14,6,0.0,2973.58,Sale #78,Sale,78
311,2025-07-14,7,1292.8600000000001,0.0,COGS #78,Sale,78
312,2025-07-14,3,0.0,1292.8600000000001,COGS #78,Sale,78
313,2025-07-14,2,15053.36,0.0,Sale #79,Sale,79
314,2025-07-14,6,0.0,15053.36,Sale #79,Sale,79
315,2025-07-14,7,9385.122,0.0,COGS #79,Sale,79
316,2025-07-14,3,0.0,9385.122,COGS #79,Sale,79
317,2025-07-14,2,5193.24,0.0,Sale #80,Sale,80
318,2025-07-14,6,0.0,5193.24,Sale #80,Sale,80
319,2025-07-14,7,3015.4320000000002,0.0,COGS #80,Sale,80
320,2025-07-14,3,0.0,3015.4320000000002,COGS #80,Sale,80
321,2025-07-15,2,5439.92,0.0,Sale #81,Sale,81
322,2025-07-15,6,0.0,5439.92,Sale #81,Sale,81
323,2025-07-15,7,3526.666,0.0,COGS #81,Sale,81
324,2025-07-15,3,0.0,3526.666,COGS #81,Sale,81
325,2025-07-15,2,3256.11,0.0,Sale #82,Sale,82
326,2025-07-15,6,0.0,3256.11,Sale #82,Sale,82
327,2025-07-15,7,1981.98,0.0,COGS #82,Sale,82
328,2025-07-15,3,0.0,1981.98,COGS #82,Sale,82
329,2025-07-15,2,11829.44,0.0,Sale #83,Sale,83
330,2025-07-15,6,0.0,11829.44,Sale #83,Sale,83
331,2025-07-15,7,8053.525,0.0,COGS #83,Sale,83
332,2025-07-15,3,0.0,8053.525,COGS #83,Sale,83
333,2025-07-15,2,10452.47,0.0,Sale #84,Sale,84
334,2025-07-15,6,0.0,10452.47,Sale #84,Sale,84
335,2025-07-15,7,6982.594,0.0,COGS #84,Sale,84
336,2025-07-15,3,0.0,6982.594,COGS #84,Sale,84
337,2025-07-15,2,12060.05,0.0,Sale #85,Sale,85
338,2025-07-15,6,0.0,12060.05,Sale #85,Sale,85
339,2025-07-15,7,8196.656,0.0,COGS #85,Sale,85
340,2025-07-15,3,0.0,8196.656,COGS #85,Sale,85
341,2025-07-15,2,5814.73,0.0,Sale #86,Sale,86
342,2025-07-15,6,0.0,5814.73,Sale #86,Sale,86
343,2025-07-15,7,4103.035999999999,0.0,COGS #86,Sale,86
344,2025-07-15,3,0.0,4103.035999999999,COGS #86,Sale,86
345,2025-07-16,2,1993.32,0.0,Sale #87,Sale,87
346,2025-07-16,6,0.0,1993.32,Sale #87,Sale,87
347,2025-07-16,7,1385.91,0.0,COGS #87,Sale,87
348,2025-07-16,3,0.0,1385.91,COGS #87,Sale,87
349,2025-07-16,2,18919.63,0.0,Sale #88,Sale,88
350,2025-07-16,6,0.0,18919.63,Sale #88,Sale,88
351,2025-07-16,7,13150.180999999999,0.0,COGS #88,Sale,88
352,2025-07-16,3,0.0,13150.180999999999,COGS #88,Sale,88
353,2025-07-17,2,17150.16,0.0,Sale #89,Sale,89
354,2025-07-17,6,0.0,17150.16,Sale #89,Sale,89
355,2025-07-17,7,11086.610999999999,0.0,COGS #89,Sale,89
356,2025-07-17,3,0.0,11086.610999999999,COGS #89,Sale,89
357,2025-07-17,2,14048.35,0.0,Sale #90,Sale,90
358,2025-07-17,6,0.0,14048.35,Sale #90,Sale,90
359,2025-07-17,7,9618.413999999999,0.0,COGS #90,Sale,90
360,2025-07-17,3,0.0,9618.413999999999,COGS #90,Sale,90
361,2025-07-17,2,1255.89,0.0,Sale #91,Sale,91
362,2025-07-17,6,0.0,1255.89,Sale #91,Sale,91
363,2025-07-17,7,518.7379999999999,0.0,COGS #91,Sale,91
364,2025-07-17,3,0.0,518.7379999999999,COGS #91,Sale,91
365,2025-07-17,2,21188.93,0.0,Sale #92,Sale,92
366,2025-07-17,6,0.0,21188.93,Sale #92,Sale,92
367,2025-07-17,7,14143.876999999999,0.0,COGS #92,Sale,92
368,2025-07-17,3,0.0,14143.876999999999,COGS #92,Sale,92
369,2025-07-17,2,10873.48,0.0,Sale #93,Sale,93
370,2025-07-17,6,0.0,10873.48,Sale #93,Sale,93
371,2025-07-17,7,7606.56,0.0,COGS #93,Sale,93
372,2025-07-17,3,0.0,7606.56,COGS #93,Sale,93
373,2025-07-18,2,3047.67,0.0,Sale #94,Sale,94
374,2025-07-18,6,0.0,3047.67,Sale #94,Sale,94
375,2025-07-18,7,1720.46,0.0,COGS #94,Sale,94
376,2025-07-18,3,0.0,1720.46,COGS #94,Sale,94
377,2025-07-18,2,2000.94,0.0,Sale #95,Sale,95
378,2025-07-18,6,0.0,2000.94,Sale #95,Sale,95
379,2025-07-18,7,909.5200000000001,0.0,COGS #95,Sale,95
380,2025-07-18,3,0.0,909.5200000000001,COGS #95,Sale,95
381,2025-07-18,2,2045.95,0.0,Sale #96,Sale,96
382,2025-07-18,6,0.0,2045.95,Sale #96,Sale,96
383,2025-07-18,7,1474.5600000000002,0.0,COGS #96,Sale,96
384,2025-07-18,3,0.0,1474.5600000000002,COGS #96,Sale,96
385,2025-07-18,2,8990.4,0.0,Sale #97,Sale,97
386,2025-07-18,6,0.0,8990.4,Sale #97,Sale,97
387,2025-07-18,7,5881.22,0.0,COGS #97,Sale,97
388,2025-07-18,3,0.0,5881.22,COGS #97,Sale,97
389,2025-07-18,2,13630.0,0.0,Sale #98,Sale,98
390,2025-07-18,6,0.0,13630.0,Sale #98,Sale,98
391,2025-07-18,7,8961.725,0.0,COGS #98,Sale,98
392,2025-07-18,3,0.0,8961.725,COGS #98,Sale,98
393,2025-07-19,2,25681.7,0.0,Sale #99,Sale,99
394,2025-07-19,6,0.0,25681.7,Sale #99,Sale,99
395,2025-07-19,7,17324.954999999998,0.0,COGS #99,Sale,99
396,2025-07-19,3,0.0,17324.954999999998,COGS #99,Sale,99
397,2025-07-19,2,23544.02,0.0,Sale #100,Sale,100
398,2025-07-19,6,0.0,23544.02,Sale #100,Sale,100
399,2025-07-19,7,14986.95,0.0,COGS #100,Sale,100
400,2025-07-19,3,0.0,14986.95,COGS #100,Sale,100
401,2025-07-19,2,2103.72,0.0,Sale #101,Sale,101
402,2025-07-19,6,0.0,2103.72,Sale #101,Sale,101
403,2025-07-19,7,895.2,0.0,COGS #101,Sale,101
404,2025-07-19,3,0.0,895.2,COGS #101,Sale,101
405,2025-07-19,2,2647.66,0.0,Sale #102,Sale,102
406,2025-07-19,6,0.0,2647.66,Sale #102,Sale,102
407,2025-07-19,7,1117.903,0.0,COGS #102,Sale,102
408,2025-07-19,3,0.0,1117.903,COGS #102,Sale,102
409,2025-07-19,2,4774.16,0.0,Sale #103,Sale,103
410,2025-07-19,6,0.0,4774.16,Sale #103,Sale,103
411,2025-07-19,7,2848.449,0.0,COGS #103,Sale,103
412,2025-07-19,3,0.0,2848.449,COGS #103,Sale,103
413,2025-07-19,2,6973.12,0.0,Sale #104,Sale,104
414,2025-07-19,6,0.0,6973.12,Sale #104,Sale,104
415,2025-07-19,7,4873.26,0.0,COGS #104,Sale,104
416,2025-07-19,3,0.0,4873.26,COGS #104,Sale,104
417,2025-07-19,2,4761.29,0.0,Sale #105,Sale,105
418,2025-07-19,6,0.0,4761.29,Sale #105,Sale,105
419,2025-07-19,7,2645.16,0.0,COGS #105,Sale,105
420,2025-07-19,3,0.0,2645.16,COGS #105,Sale,105
421,2025-07-20,2,5962.93,0.0,Sale #106,Sale,106
422,2025-07-20,6,0.0,5962.93,Sale #106,Sale,106
423,2025-07-20,7,4218.318,0.0,COGS #106,Sale,106
424,2025-07-20,3,0.0,4218.318,COGS #106,Sale,106
425,2025-07-20,2,11230.67,0.0,Sale #107,Sale,107
426,2025-07-20,6,0.0,11230.67,Sale #107,Sale,107
427,2025-07-20,7,7666.152999999999,0.0,COGS #107,Sale,107
428,2025-07-20,3,0.0,7666.152999999999,COGS #107,Sale,107
